Faculty Name,# Pubs,Adj. #,University,Faculty Home Page,dblp
Seth Copen Goldstein  robotics,2.0,0.5,Carnegie Mellon University,http://www.cs.cmu.edu/~seth,https://dblp.org/pers/hd/g/Goldstein:Seth_Copen
Seyoung Kim  ml,2.0,1.0,Carnegie Mellon University,http://www.cs.cmu.edu/~sssykim,https://dblp.org/pers/hd/k/Kim:Seyoung
Christopher J. Langmead  comp. bio,2.0,0.6,Carnegie Mellon University,http://www.cs.cmu.edu/~cjl,https://dblp.org/pers/hd/l/Langmead:Christopher_J%3D
Heather Miller,2.0,0.3,Carnegie Mellon University,http://heather.miller.am,https://dblp.org/pers/hd/m/Miller:Heather
Robert F. Murphy  comp. bio,2.0,0.6,Carnegie Mellon University,http://murphylab.web.cmu.edu,https://dblp.org/pers/hd/m/Murphy:Robert_F%3D
Frank Pfenning,2.0,0.7,Carnegie Mellon University,http://www.cs.cmu.edu/~fp,https://dblp.org/pers/hd/p/Pfenning:Frank
Stephen D. Brookes,1.0,0.3,Carnegie Mellon University,http://www.cs.cmu.edu/~brookes,https://dblp.org/pers/hd/b/Brookes:Stephen_D%3D
Randal E. Bryant,1.0,0.1,Carnegie Mellon University,http://www.cs.cmu.edu/~bryant,https://dblp.org/pers/hd/b/Bryant:Randal_E%3D
Michael A. Erdmann,1.0,0.1,Carnegie Mellon University,http://www.cs.cmu.edu/~me,https://dblp.org/pers/hd/e/Erdmann:Michael_A%3D
Rayid Ghani,1.0,0.3,Carnegie Mellon University,http://www.rayidghani.com,https://dblp.org/pers/hd/g/Ghani:Rayid
Bruce H. Krogh,1.0,0.2,Carnegie Mellon University,https://www.ece.cmu.edu/directory/details/89,https://dblp.org/pers/hd/k/Krogh:Bruce_H%3D
Jack Mostow,1.0,0.5,Carnegie Mellon University,http://www.cs.cmu.edu/~mostow,https://dblp.org/pers/hd/m/Mostow:Jack
Priya Narasimhan,1.0,0.2,Carnegie Mellon University,http://www.cs.cmu.edu/~priya,https://dblp.org/pers/hd/n/Narasimhan:Priya
Dana S. Scott,1.0,0.2,Carnegie Mellon University,http://www.cs.cmu.edu/~scott,https://dblp.org/pers/hd/s/Scott:Dana_S%3D
John C. Stamper,1.0,0.3,Carnegie Mellon University,https://www.hcii.cmu.edu/people/john-stamper,https://dblp.org/pers/hd/s/Stamper:John_C%3D
"Jiawei Han 0001  nlp  ,  web+ir",106.0,19.8,Univ. of Illinois at Urbana-Champaign,http://hanj.cs.illinois.edu,https://dblp.org/pers/hd/h/Han_0001:Jiawei
"Alexander G. Schwing  vision  ,  ml",95.0,26.3,Univ. of Illinois at Urbana-Champaign,http://www.alexander-schwing.de,https://dblp.org/pers/hd/s/Schwing:Alexander_G%3D
Heng Ji  nlp,93.0,20.7,Univ. of Illinois at Urbana-Champaign,http://blender.cs.illinois.edu/hengji.html,https://dblp.org/pers/hd/j/Ji:Heng
Bo Li 0026  ml,66.0,12.8,Univ. of Illinois at Urbana-Champaign,http://boli.cs.illinois.edu,https://dblp.org/pers/hd/l/Li_0026:Bo
Josep Torrellas  arch,58.0,14.3,Univ. of Illinois at Urbana-Champaign,http://iacoma.cs.uiuc.edu/josep/torrellas.html,https://dblp.org/pers/hd/t/Torrellas:Josep
Kris Hauser  robotics,47.0,20.7,Univ. of Illinois at Urbana-Champaign,http://cs.illinois.edu/directory/profile/kkhauser,https://dblp.org/pers/hd/h/Hauser:Kris
Jimeng Sun  ai,44.0,9.2,Univ. of Illinois at Urbana-Champaign,http://sunlab.org,https://dblp.org/pers/hd/s/Sun:Jimeng
Nam Sung Kim  arch,41.0,8.2,Univ. of Illinois at Urbana-Champaign,https://fast.ece.illinois.edu,https://dblp.org/pers/hd/k/Kim:Nam_Sung
Nancy M. Amato  robotics,39.0,10.5,Univ. of Illinois at Urbana-Champaign,https://parasollab.web.illinois.edu/people/amato,https://dblp.org/pers/hd/a/Amato:Nancy_M%3D
Gang Wang 0011  security,38.0,8.0,Univ. of Illinois at Urbana-Champaign,http://people.cs.vt.edu/gangwang,https://dblp.org/pers/hd/w/Wang_0011:Gang
Arindam Banerjee 0001  ml,37.0,13.7,Univ. of Illinois at Urbana-Champaign,https://arindam.cs.illinois.edu,https://dblp.org/pers/hd/b/Banerjee_0001:Arindam
Shenlong Wang  vision,37.0,7.6,Univ. of Illinois at Urbana-Champaign,http://shenlong.web.illinois.edu,https://dblp.org/pers/hd/w/Wang:Shenlong
Christopher W. Fletcher  arch,35.0,6.8,Univ. of Illinois at Urbana-Champaign,http://cwfletcher.net,https://dblp.org/pers/hd/f/Fletcher:Christopher_W%3D
Jian Peng 0001  ml,34.0,7.9,Univ. of Illinois at Urbana-Champaign,http://jianpeng.web.engr.illinois.edu,https://dblp.org/pers/hd/p/Peng_0001:Jian
"Hanghang Tong  web+ir  ,  ai",34.0,7.7,Univ. of Illinois at Urbana-Champaign,http://tonghanghang.org,https://dblp.org/pers/hd/t/Tong:Hanghang
Han Zhao 0002  ml,33.0,8.8,Univ. of Illinois at Urbana-Champaign,https://hanzhaoml.github.io,https://dblp.org/pers/hd/z/Zhao_0002:Han
Romit Roy Choudhury  mobile,33.0,9.0,Univ. of Illinois at Urbana-Champaign,http://croy.web.engr.illinois.edu,https://dblp.org/pers/hd/c/Choudhury:Romit_Roy
"Wen-Mei W. Hwu  arch  ,  hpc",33.0,5.3,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/w-hwu,https://dblp.org/pers/hd/h/Hwu:Wen%3DMei_W%3D
Derek Hoiem  vision,32.0,9.9,Univ. of Illinois at Urbana-Champaign,http://dhoiem.cs.illinois.edu,https://dblp.org/pers/hd/h/Hoiem:Derek
Tianyin Xu  os,32.0,5.0,Univ. of Illinois at Urbana-Champaign,https://tianyin.github.io,https://dblp.org/pers/hd/x/Xu:Tianyin
"Tarek F. Abdelzaher  embedded  ,  web+ir  ,  hci",31.0,4.7,Univ. of Illinois at Urbana-Champaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D
Deming Chen  eda,30.0,6.0,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/dchen,https://dblp.org/pers/hd/c/Chen:Deming
David A. Forsyth  vision,30.0,9.6,Univ. of Illinois at Urbana-Champaign,http://luthuli.cs.uiuc.edu/~daf,https://dblp.org/pers/hd/f/Forsyth:David_A%3D
Yu-Xiong Wang  vision,30.0,8.9,Univ. of Illinois at Urbana-Champaign,https://yxw.web.illinois.edu,https://dblp.org/pers/hd/w/Wang:Yu%3DXiong
Karrie Karahalios  hci,29.0,6.6,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/kkarahal,https://dblp.org/pers/hd/k/Karahalios:Karrie
Oluwasanmi Koyejo  ml,29.0,7.9,Univ. of Illinois at Urbana-Champaign,http://sanmi.cs.illinois.edu,https://dblp.org/pers/hd/k/Koyejo:Oluwasanmi
Saurabh Gupta 0001  vision,28.0,6.4,Univ. of Illinois at Urbana-Champaign,http://saurabhg.web.illinois.edu,https://dblp.org/pers/hd/g/Gupta_0001:Saurabh
Svetlana Lazebnik  vision,28.0,8.5,Univ. of Illinois at Urbana-Champaign,http://slazebni.cs.illinois.edu,https://dblp.org/pers/hd/l/Lazebnik:Svetlana
ChengXiang Zhai  web+ir,28.0,7.5,Univ. of Illinois at Urbana-Champaign,http://czhai.cs.illinois.edu,https://dblp.org/pers/hd/z/Zhai:ChengXiang
Timothy Bretl  robotics,26.0,8.9,Univ. of Illinois at Urbana-Champaign,http://bretl.csl.illinois.edu,https://dblp.org/pers/hd/b/Bretl:Timothy
Dakshita Khurana  crypto,25.0,7.7,Univ. of Illinois at Urbana-Champaign,https://www.dakshitakhurana.com,https://dblp.org/pers/hd/k/Khurana:Dakshita
Mahesh Viswanathan 0001  logic,24.0,7.1,Univ. of Illinois at Urbana-Champaign,http://vmahesh.cs.illinois.edu,https://dblp.org/pers/hd/v/Viswanathan_0001:Mahesh
Saugata Ghose  arch,24.0,3.0,Univ. of Illinois at Urbana-Champaign,https://ghose.web.illinois.edu,https://dblp.org/pers/hd/g/Ghose:Saugata
Lingming Zhang  se,24.0,5.7,Univ. of Illinois at Urbana-Champaign,http://lingming.cs.illinois.edu,https://dblp.org/pers/hd/z/Zhang:Lingming
Kirill Levchenko  security,23.0,3.7,Univ. of Illinois at Urbana-Champaign,http://klevchen.ece.illinois.edu,https://dblp.org/pers/hd/l/Levchenko:Kirill
Adam Bates 0001  security,21.0,4.1,Univ. of Illinois at Urbana-Champaign,http://adambates.org,https://dblp.org/pers/hd/b/Bates_0001:Adam
Nan Jiang 0008  ml,21.0,5.9,Univ. of Illinois at Urbana-Champaign,http://nanjiang.cs.illinois.edu,https://dblp.org/pers/hd/j/Jiang_0008:Nan
"Kevin Chen-Chuan Chang  web+ir  ,  db",21.0,4.7,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/kcchang,https://dblp.org/pers/hd/c/Chang:Kevin_Chen%3DChuan
Ling Ren 0001  security,20.0,5.3,Univ. of Illinois at Urbana-Champaign,https://sites.google.com/view/renling,https://dblp.org/pers/hd/r/Ren_0001:Ling
Jian Huang 0006  arch,20.0,4.6,Univ. of Illinois at Urbana-Champaign,http://jianh.web.engr.illinois.edu,https://dblp.org/pers/hd/h/Huang_0006:Jian
Timothy M. Chan  theory,20.0,11.1,Univ. of Illinois at Urbana-Champaign,http://tmc.web.engr.illinois.edu,https://dblp.org/pers/hd/c/Chan:Timothy_M%3D
Chandra Chekuri  theory,20.0,9.7,Univ. of Illinois at Urbana-Champaign,http://chekuri.cs.illinois.edu,https://dblp.org/pers/hd/c/Chekuri:Chandra
Jingrui He  ai,19.0,5.4,Univ. of Illinois at Urbana-Champaign,https://www.hejingrui.org,https://dblp.org/pers/hd/h/He:Jingrui
Steven M. LaValle  robotics,19.0,6.4,Univ. of Illinois at Urbana-Champaign,http://oulu.cs.illinois.edu,https://dblp.org/pers/hd/l/LaValle:Steven_M%3D
Darko Marinov  se,19.0,3.7,Univ. of Illinois at Urbana-Champaign,http://mir.cs.illinois.edu,https://dblp.org/pers/hd/m/Marinov:Darko
"Ruta Mehta  theory  ,  ecom",19.0,6.2,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/rutameht,https://dblp.org/pers/hd/m/Mehta:Ruta
"Rakesh Kumar 0002  arch  ,  eda",18.0,4.7,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/rakeshk,https://dblp.org/pers/hd/k/Kumar_0002:Rakesh
Laxmikant V. Kalé  hpc,18.0,5.3,Univ. of Illinois at Urbana-Champaign,http://charm.cs.uiuc.edu/~kale,https://dblp.org/pers/hd/k/Kal=eacute=:Laxmikant_V%3D
Brighten Godfrey  networks,17.0,3.9,Univ. of Illinois at Urbana-Champaign,http://pbg.cs.illinois.edu,https://dblp.org/pers/hd/g/Godfrey:Brighten
"P. Madhusudan  pl  ,  logic",17.0,4.7,Univ. of Illinois at Urbana-Champaign,http://madhu.cs.illinois.edu,https://dblp.org/pers/hd/m/Madhusudan:P%3D
"Gagandeep Singh 0001  pl  ,  ml",16.0,4.0,Univ. of Illinois at Urbana-Champaign,https://ggndpsngh.github.io,https://dblp.org/pers/hd/s/Singh_0001:Gagandeep
Carl A. Gunter  security,16.0,3.0,Univ. of Illinois at Urbana-Champaign,http://web.engr.illinois.edu/~cgunter,https://dblp.org/pers/hd/g/Gunter:Carl_A%3D
Matus Telgarsky  ml,16.0,7.1,Univ. of Illinois at Urbana-Champaign,http://mjt.cs.illinois.edu,https://dblp.org/pers/hd/t/Telgarsky:Matus
Ranjitha Kumar  hci,15.0,3.1,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/ranjitha,https://dblp.org/pers/hd/k/Kumar:Ranjitha
"Sasa Misailovic  pl  ,  se",15.0,3.5,Univ. of Illinois at Urbana-Champaign,http://illinois.edu/calendar/detail/2568/32614650,https://dblp.org/pers/hd/m/Misailovic:Sasa
Lui Sha  embedded,15.0,3.0,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/lrs,https://dblp.org/pers/hd/s/Sha:Lui
"Saurabh Sinha  eda  ,  se",15.0,3.2,Univ. of Illinois at Urbana-Champaign,http://www.sinhalab.net/sinha-s-home,https://dblp.org/pers/hd/s/Sinha:Saurabh
Deepak Vasisht  networks,15.0,3.8,Univ. of Illinois at Urbana-Champaign,https://deepakvasisht.com,https://dblp.org/pers/hd/v/Vasisht:Deepak
Wai-Tat Fu  hci,14.0,4.7,Univ. of Illinois at Urbana-Champaign,http://web.engr.illinois.edu/~wfu,https://dblp.org/pers/hd/f/Fu:Wai%3DTat
Mark Hasegawa-Johnson  ml,14.0,2.9,Univ. of Illinois at Urbana-Champaign,http://www.ifp.illinois.edu/~hasegawa,https://dblp.org/pers/hd/h/Hasegawa=Johnson:Mark
Andrew Miller 0001  security,13.0,2.5,Univ. of Illinois at Urbana-Champaign,http://soc1024.ece.illinois.edu,https://dblp.org/pers/hd/m/Miller_0001:Andrew
Brian P. Bailey  hci,13.0,3.0,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/bpbailey,https://dblp.org/pers/hd/b/Bailey:Brian_P%3D
Marco Caccamo  embedded,13.0,2.6,Univ. of Illinois at Urbana-Champaign,http://pertsserver.cs.uiuc.edu/~mcaccamo,https://dblp.org/pers/hd/c/Caccamo:Marco
"Grigore Rosu  pl  ,  logic",13.0,4.3,Univ. of Illinois at Urbana-Champaign,https://fsl.cs.illinois.edu/people/grigore-rosu,https://dblp.org/pers/hd/r/Rosu:Grigore
"Sayan Mitra  logic  ,  embedded",12.0,2.9,Univ. of Illinois at Urbana-Champaign,http://mitras.ece.illinois.edu,https://dblp.org/pers/hd/m/Mitra:Sayan
Sariel Har-Peled  theory,11.0,4.8,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/sariel,https://dblp.org/pers/hd/h/Har=Peled:Sariel
"Julia Hockenmaier  nlp  ,  vision",11.0,3.5,Univ. of Illinois at Urbana-Champaign,http://juliahmr.cs.illinois.edu,https://dblp.org/pers/hd/h/Hockenmaier:Julia
Ravishankar K. Iyer  ml,11.0,2.0,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/rkiyer,https://dblp.org/pers/hd/i/Iyer:Ravishankar_K%3D
Daniel Kang  db,11.0,2.5,Univ. of Illinois at Urbana-Champaign,https://ddkang.github.io,https://dblp.org/pers/hd/k/Kang:Daniel
Olgica Milenkovic  ml,11.0,4.0,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/milenkov,https://dblp.org/pers/hd/m/Milenkovic:Olgica
Sarita V. Adve  arch,10.0,2.9,Univ. of Illinois at Urbana-Champaign,http://rsim.cs.illinois.edu/~sadve,https://dblp.org/pers/hd/a/Adve:Sarita_V%3D
Vikram S. Adve  arch,10.0,2.2,Univ. of Illinois at Urbana-Champaign,https://vikram.cs.illinois.edu,https://dblp.org/pers/hd/a/Adve:Vikram_S%3D
Radhika Mittal  networks,10.0,2.0,Univ. of Illinois at Urbana-Champaign,http://radhikam.web.illinois.edu,https://dblp.org/pers/hd/m/Mittal:Radhika
Yang Wang 0005  hci,9.0,2.3,Univ. of Illinois at Urbana-Champaign,https://yangwang.ischool.illinois.edu,https://dblp.org/pers/hd/w/Wang_0005:Yang
Michael A. Forbes  theory,9.0,4.4,Univ. of Illinois at Urbana-Champaign,http://miforbes.cs.illinois.edu,https://dblp.org/pers/hd/f/Forbes:Michael_A%3D
Marc Snir  hpc,9.0,2.3,Univ. of Illinois at Urbana-Champaign,http://snir.cs.illinois.edu,https://dblp.org/pers/hd/s/Snir:Marc
Shobha Vasudevan  eda,9.0,2.5,Univ. of Illinois at Urbana-Champaign,http://faculty.ece.illinois.edu/shobhav,https://dblp.org/pers/hd/v/Vasudevan:Shobha
Jeff Erickson 0001  theory,8.0,2.5,Univ. of Illinois at Urbana-Champaign,http://jeffe.cs.illinois.edu,https://dblp.org/pers/hd/e/Erickson_0001:Jeff
"Lav R. Varshney  ml  ,  ai",8.0,1.9,Univ. of Illinois at Urbana-Champaign,http://varshney.web.engr.illinois.edu,https://dblp.org/pers/hd/v/Varshney:Lav_R%3D
Reyhaneh Jabbarvand Behrouz  se,7.0,2.2,Univ. of Illinois at Urbana-Champaign,http://reyhaneh.cs.illinois.edu,https://dblp.org/pers/hd/b/Behrouz:Reyhaneh_Jabbarvand
Nikita Borisov  security,7.0,1.4,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/nikita,https://dblp.org/pers/hd/b/Borisov:Nikita
Karthekeyan Chandrasekaran  theory,7.0,2.6,Univ. of Illinois at Urbana-Champaign,http://karthik.ise.illinois.edu,https://dblp.org/pers/hd/c/Chandrasekaran:Karthekeyan
Mohammed El-Kebir  comp. bio,7.0,2.3,Univ. of Illinois at Urbana-Champaign,http://www.el-kebir.net,https://dblp.org/pers/hd/e/El=Kebir:Mohammed
"Indranil Gupta  ml  ,  db",7.0,1.5,Univ. of Illinois at Urbana-Champaign,http://indy.cs.illinois.edu,https://dblp.org/pers/hd/g/Gupta:Indranil
Klara Nahrstedt  hci,7.0,2.1,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/klara,https://dblp.org/pers/hd/n/Nahrstedt:Klara
"Elahe Soltanaghai  mobile  ,  hci",7.0,1.6,Univ. of Illinois at Urbana-Champaign,https://elahe.web.illinois.edu,https://dblp.org/pers/hd/s/Soltanaghai:Elahe
Hari Sundaram  web+ir,7.0,1.6,Univ. of Illinois at Urbana-Champaign,http://sundaram.cs.illinois.edu,https://dblp.org/pers/hd/s/Sundaram:Hari
Ramnatthan Alagappan  os,6.0,1.1,Univ. of Illinois at Urbana-Champaign,https://ramalagappan.github.io,https://dblp.org/pers/hd/a/Alagappan:Ramnatthan
Aishwarya Ganesan  os,6.0,1.1,Univ. of Illinois at Urbana-Champaign,https://aishwaryaganesan.github.io,https://dblp.org/pers/hd/g/Ganesan:Aishwarya
Yih-Chun Hu  security,6.0,1.4,Univ. of Illinois at Urbana-Champaign,https://www.ece.illinois.edu/directory/profile/yihchun,https://dblp.org/pers/hd/h/Hu:Yih%3DChun
"Charith Mendis  ml  ,  arch  ,  pl",6.0,1.4,Univ. of Illinois at Urbana-Champaign,https://charithmendis.com,https://dblp.org/pers/hd/m/Mendis:Charith
Yongjoo Park  db,6.0,1.6,Univ. of Illinois at Urbana-Champaign,https://yongjoopark.com,https://dblp.org/pers/hd/p/Park:Yongjoo
Tandy J. Warnow  comp. bio,6.0,2.3,Univ. of Illinois at Urbana-Champaign,https://tandy.cs.illinois.edu,https://dblp.org/pers/hd/w/Warnow:Tandy_J%3D
Roy H. Campbell  metrics,5.0,0.9,Univ. of Illinois at Urbana-Champaign,http://cs.illinois.edu/directory/profile/rhc,https://dblp.org/pers/hd/c/Campbell:Roy_H%3D
William Gropp  hpc,5.0,1.4,Univ. of Illinois at Urbana-Champaign,http://wgropp.cs.illinois.edu,https://dblp.org/pers/hd/g/Gropp:William
"Craig B. Zilles  arch  ,  hci",5.0,1.8,Univ. of Illinois at Urbana-Champaign,http://zilles.cs.illinois.edu,https://dblp.org/pers/hd/z/Zilles:Craig_B%3D
Lawrence Rauchwerger  hpc,4.0,1.4,Univ. of Illinois at Urbana-Champaign,https://parasollab.web.illinois.edu/people/rwerger,https://dblp.org/pers/hd/r/Rauchwerger:Lawrence
"Paris Smaragdis  ml  ,  hci",4.0,1.4,Univ. of Illinois at Urbana-Champaign,http://paris.cs.illinois.edu,https://dblp.org/pers/hd/s/Smaragdis:Paris
Yun Huang 0003  hci,2.0,0.5,Univ. of Illinois at Urbana-Champaign,https://ischool.illinois.edu/people/yun-huang,https://dblp.org/pers/hd/h/Huang_0003:Yun
Gul A. Agha,2.0,0.8,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/agha,https://dblp.org/pers/hd/a/Agha:Gul_A%3D
Geir E. Dullerud,2.0,0.3,Univ. of Illinois at Urbana-Champaign,https://mechanical.illinois.edu/directory/faculty/dullerud,https://dblp.org/pers/hd/d/Dullerud:Geir_E%3D
Mani Golparvar Fard  vision,2.0,0.5,Univ. of Illinois at Urbana-Champaign,http://cee.illinois.edu/directory/profile/mgolpar,https://dblp.org/pers/hd/f/Fard:Mani_Golparvar
Roxana Girju  nlp,2.0,0.7,Univ. of Illinois at Urbana-Champaign,http://www.linguistics.illinois.edu/people/girju,https://dblp.org/pers/hd/g/Girju:Roxana
Thenkurussi Kesavadas,2.0,0.3,Univ. of Illinois at Urbana-Champaign,http://ise.illinois.edu/directory/profile/kesh,https://dblp.org/pers/hd/k/Kesavadas:Thenkurussi
Alex Kirlik  hci,2.0,0.4,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/kirlik,https://dblp.org/pers/hd/k/Kirlik:Alex
Luke N. Olson,2.0,0.5,Univ. of Illinois at Urbana-Champaign,http://lukeo.cs.illinois.edu,https://dblp.org/pers/hd/o/Olson:Luke_N%3D
Talia Ringer,2.0,0.5,Univ. of Illinois at Urbana-Champaign,https://dependenttyp.es,https://dblp.org/pers/hd/r/Ringer:Talia
William H. Sanders  security,2.0,0.3,Univ. of Illinois at Urbana-Champaign,http://whs.crhc.illinois.edu,https://dblp.org/pers/hd/s/Sanders:William_H%3D
Shaowen Wang  web+ir,2.0,0.3,Univ. of Illinois at Urbana-Champaign,http://www.cigi.illinois.edu/shaowen,https://dblp.org/pers/hd/w/Wang:Shaowen
Robin Kravets,1.0,0.3,Univ. of Illinois at Urbana-Champaign,https://cs.illinois.edu/directory/profile/rhk,https://dblp.org/pers/hd/k/Kravets:Robin
Bertram Ludäscher,1.0,0.3,Univ. of Illinois at Urbana-Champaign,https://ischool.illinois.edu/people/bertram-ludascher,https://dblp.org/pers/hd/l/Lud=auml=scher:Bertram
David A. Padua,1.0,0.2,Univ. of Illinois at Urbana-Champaign,http://polaris.cs.uiuc.edu/~padua,https://dblp.org/pers/hd/p/Padua:David_A%3D
Victoria Stodden,1.0,0.2,Univ. of Illinois at Urbana-Champaign,https://ischool.illinois.edu/people/victoria-stodden,https://dblp.org/pers/hd/s/Stodden:Victoria
Viet Tung Hoang  crypto,22.0,8.3,Florida State University,http://www.cs.fsu.edu/~tvhoang,https://dblp.org/pers/hd/h/Hoang:Viet_Tung
"Jie Yang 0003  mobile  ,  hci",18.0,3.6,Florida State University,http://www.cs.fsu.edu/~jieyang,https://dblp.org/pers/hd/y/Yang_0003:Jie
"Zhi Wang 0004  security  ,  arch",14.0,2.3,Florida State University,http://www.cs.fsu.edu/~zwang,https://dblp.org/pers/hd/w/Wang_0004:Zhi
Guang Wang  hci,13.0,2.2,Florida State University,https://guangwang.me,https://dblp.org/pers/hd/w/Wang:Guang
"Grigory Fedyukovich  logic  ,  pl",9.0,3.0,Florida State University,https://www.cs.princeton.edu/~grigoryf/about.html,https://dblp.org/pers/hd/f/Fedyukovich:Grigory
Xin Yuan 0001  hpc,7.0,1.5,Florida State University,http://www.cs.fsu.edu/~xyuan,https://dblp.org/pers/hd/y/Yuan_0001:Xin
Weikuan Yu  hpc,5.0,1.2,Florida State University,http://www.cs.fsu.edu/~yuw,https://dblp.org/pers/hd/y/Yu:Weikuan
Shayok Chakraborty  ai,4.0,2.3,Florida State University,https://shayokch.com,https://dblp.org/pers/hd/c/Chakraborty:Shayok
Sonia Haiduc  se,3.0,0.4,Florida State University,https://www.cs.fsu.edu/~shaiduc,https://dblp.org/pers/hd/h/Haiduc:Sonia
Piyush Kumar  hci,3.0,0.7,Florida State University,http://compgeom.com/~piyush,https://dblp.org/pers/hd/k/Kumar:Piyush
Peixiang Zhao  db,2.0,1.0,Florida State University,http://www.cs.fsu.edu/~zhao,https://dblp.org/pers/hd/z/Zhao:Peixiang
Yi Liu 0059,1.0,0.1,Florida State University,https://jacoblau0513.github.io,https://dblp.org/pers/hd/l/Liu_0059:Yi
Xiuwen Liu,1.0,0.3,Florida State University,http://www.koofers.com/florida-state-university-fsu/instructors/liu-755220,https://dblp.org/pers/hd/l/Liu:Xiuwen
An-I Wang,1.0,0.3,Florida State University,http://www.cs.fsu.edu/~awang,https://dblp.org/pers/hd/w/Wang:An%3DI
