,Unnamed: 0,faculty_name,publications,adjusted,university_name,faculty_home_page,dblp,faculty_areaname,providing_assitantship,matched_ratio,match_words
126,106,Bhiksha Raj,11.0,2.9,Carnegie Mellon University,http://www.cs.cmu.edu/~bhiksha,https://dblp.org/pers/hd/r/Raj:Bhiksha,ml,0,0.0,
127,107,K V Rashmi,11.0,2.9,Carnegie Mellon University,http://www.cs.cmu.edu/~rvinayak,https://dblp.org/pers/hd/r/Rashmi:K%3D_V%3D,os,1,0.09090909090909091,"fellowships, "
128,107,K V Rashmi,11.0,2.9,Carnegie Mellon University,http://www.cs.cmu.edu/~rvinayak,https://dblp.org/pers/hd/r/Rashmi:K%3D_V%3D,networks,1,0.09090909090909091,"fellowships, "
129,108,William Whittaker,11.0,2.8,Carnegie Mellon University,http://www.ri.cmu.edu/person.html?person_id=339,https://dblp.org/pers/hd/w/Whittaker:William,robotics,0,0.0,
130,109,Jian Ma,10.0,2.6,Carnegie Mellon University,http://www.cs.cmu.edu/~jianma,https://dblp.org/pers/hd/m/Ma_0004:Jian,comp,0,0.0,
131,109,Jian Ma,10.0,2.6,Carnegie Mellon University,http://www.cs.cmu.edu/~jianma,https://dblp.org/pers/hd/m/Ma_0004:Jian,bio,0,0.0,
132,109,Jian Ma,10.0,2.6,Carnegie Mellon University,http://www.cs.cmu.edu/~jianma,https://dblp.org/pers/hd/m/Ma_0004:Jian,ml,0,0.0,
133,110,Umut A Acar,10.0,2.4,Carnegie Mellon University,http://www.umut-acar.org,https://dblp.org/pers/hd/a/Acar:Umut_A%3D,pl,0,0.0,
134,111,Geoff Kaufman,10.0,2.3,Carnegie Mellon University,https://www.hcii.cmu.edu/people/geoff-kaufman,https://dblp.org/pers/hd/k/Kaufman:Geoff,hci,0,0.0,
135,112,Robert Harper,9.0,3.8,Carnegie Mellon University,http://www.cs.cmu.edu/~rwh,https://dblp.org/pers/hd/h/Harper_0001:Robert,pl,0,0.0,
136,113,Alessandro Acquisti,9.0,1.5,Carnegie Mellon University,http://www.heinz.cmu.edu/~acquisti,https://dblp.org/pers/hd/a/Acquisti:Alessandro,hci,0,0.0,
137,114,Henny Admoni,9.0,2.3,Carnegie Mellon University,https://www.ri.cmu.edu/ri-faculty/henny-admoni,https://dblp.org/pers/hd/a/Admoni:Henny,robotics,0,0.0,
138,115,James D Herbsleb,9.0,3.4,Carnegie Mellon University,http://herbsleb.org,https://dblp.org/pers/hd/h/Herbsleb:James_D%3D,se,0,0.0,
139,116,Sara B Kiesler,9.0,2.3,Carnegie Mellon University,https://www.cs.cmu.edu/~kiesler,https://dblp.org/pers/hd/k/Kiesler:Sara_B%3D,hci,0,0.0,
140,117,Kenneth R Koedinger,9.0,2.4,Carnegie Mellon University,http://pact.cs.cmu.edu/koedinger.html,https://dblp.org/pers/hd/k/Koedinger:Kenneth_R%3D,hci,0,0.0,
141,118,Gary L Miller,9.0,2.4,Carnegie Mellon University,https://www.cs.cmu.edu/~glmiller,https://dblp.org/pers/hd/m/Miller:Gary_L%3D,theory,0,0.0,
142,119,Emma Strubell,9.0,2.3,Carnegie Mellon University,https://people.cs.umass.edu/~strubell,https://dblp.org/pers/hd/s/Strubell:Emma,nlp,0,0.0,
143,120,Tianqi Chen,8.0,1.7,Carnegie Mellon University,https://tqchen.com,https://dblp.org/pers/hd/c/Chen:Tianqi,ml,0,0.0,
144,121,Vincent J Hellendoorn,8.0,2.1,Carnegie Mellon University,https://vhellendoorn.github.io,https://dblp.org/pers/hd/h/Hellendoorn:Vincent_J%3D,se,1,0.09090909090909091,"research grants, "
145,121,Vincent J Hellendoorn,8.0,2.1,Carnegie Mellon University,https://vhellendoorn.github.io,https://dblp.org/pers/hd/h/Hellendoorn:Vincent_J%3D,ml,1,0.09090909090909091,"research grants, "
146,122,Eunsuk Kang,8.0,2.0,Carnegie Mellon University,https://eskang.github.io,https://dblp.org/pers/hd/k/Kang:Eunsuk,se,0,0.0,
147,122,Eunsuk Kang,8.0,2.0,Carnegie Mellon University,https://eskang.github.io,https://dblp.org/pers/hd/k/Kang:Eunsuk,eda,0,0.0,
148,123,Wenting Zheng,8.0,1.6,Carnegie Mellon University,https://wzheng.github.io,https://dblp.org/pers/hd/z/Zheng:Wenting,security,0,0.0,
149,123,Wenting Zheng,8.0,1.6,Carnegie Mellon University,https://wzheng.github.io,https://dblp.org/pers/hd/z/Zheng:Wenting,networks,0,0.0,
150,123,Wenting Zheng,8.0,1.6,Carnegie Mellon University,https://wzheng.github.io,https://dblp.org/pers/hd/z/Zheng:Wenting,os,0,0.0,
151,124,Jonathan Aldrich,7.0,1.4,Carnegie Mellon University,http://www.cs.cmu.edu/~./aldrich,https://dblp.org/pers/hd/a/Aldrich:Jonathan,pl,0,0.0,
152,124,Jonathan Aldrich,7.0,1.4,Carnegie Mellon University,http://www.cs.cmu.edu/~./aldrich,https://dblp.org/pers/hd/a/Aldrich:Jonathan,se,0,0.0,
153,125,Kathleen M Carley,7.0,3.0,Carnegie Mellon University,http://www.casos.cs.cmu.edu/bios/carley/carley.html,https://dblp.org/pers/hd/c/Carley:Kathleen_M%3D,nlp,0,0.0,
154,126,Patrick Carrington,7.0,1.3,Carnegie Mellon University,http://www.patrickcarrington.com,https://dblp.org/pers/hd/c/Carrington:Patrick,hci,0,0.0,
155,127,Virgil D Gligor,7.0,2.3,Carnegie Mellon University,https://users.ece.cmu.edu/~virgil,https://dblp.org/pers/hd/g/Gligor:Virgil_D%3D,security,0,0.0,
156,128,Amy Ogan,7.0,1.1,Carnegie Mellon University,https://www.hcii.cmu.edu/people/amy-ogan,https://dblp.org/pers/hd/o/Ogan:Amy,hci,0,0.0,
157,129,Peter Steenkiste,7.0,1.3,Carnegie Mellon University,http://www.cs.cmu.edu/~prs,https://dblp.org/pers/hd/s/Steenkiste:Peter,networks,0,0.0,
158,130,George Amvrosiadis,6.0,1.3,Carnegie Mellon University,http://www.ece.cmu.edu/~gamvrosi,https://dblp.org/pers/hd/a/Amvrosiadis:George,hpc,0,0.0,
159,130,George Amvrosiadis,6.0,1.3,Carnegie Mellon University,http://www.ece.cmu.edu/~gamvrosi,https://dblp.org/pers/hd/a/Amvrosiadis:George,os,0,0.0,
160,131,Ziv BarJoseph,6.0,2.0,Carnegie Mellon University,http://www.cs.cmu.edu/~zivbj,https://dblp.org/pers/hd/b/Bar=Joseph:Ziv,comp,0,0.0,
161,131,Ziv BarJoseph,6.0,2.0,Carnegie Mellon University,http://www.cs.cmu.edu/~zivbj,https://dblp.org/pers/hd/b/Bar=Joseph:Ziv,bio,0,0.0,
162,132,James C Hoe,6.0,1.3,Carnegie Mellon University,http://users.ece.cmu.edu/~jhoe,https://dblp.org/pers/hd/h/Hoe:James_C%3D,arch,0,0.0,
163,133,Levent Burak Kara,6.0,2.0,Carnegie Mellon University,http://vdel.me.cmu.edu,https://dblp.org/pers/hd/k/Kara:Levent_Burak,graphics,0,0.0,
164,133,Levent Burak Kara,6.0,2.0,Carnegie Mellon University,http://vdel.me.cmu.edu,https://dblp.org/pers/hd/k/Kara:Levent_Burak,hci,0,0.0,
165,134,Kemal Oflazer,6.0,1.6,Carnegie Mellon University,https://www.andrew.cmu.edu/user/ko,https://dblp.org/pers/hd/o/Oflazer:Kemal,nlp,0,0.0,
166,135,Bruno Sinopoli,6.0,1.2,Carnegie Mellon University,https://users.ece.cmu.edu/~brunos,https://dblp.org/pers/hd/s/Sinopoli:Bruno,embedded,0,0.0,
167,135,Bruno Sinopoli,6.0,1.2,Carnegie Mellon University,https://users.ece.cmu.edu/~brunos,https://dblp.org/pers/hd/s/Sinopoli:Bruno,networks,0,0.0,
168,136,Karl Crary,5.0,4.0,Carnegie Mellon University,https://www.cs.cmu.edu/~crary,https://dblp.org/pers/hd/c/Crary:Karl,pl,0,0.0,
169,137,Changliu Liu,5.0,1.6,Carnegie Mellon University,https://www.ri.cmu.edu/ri-faculty/changliu-liu,https://dblp.org/pers/hd/l/Liu:Changliu,robotics,0,0.0,
170,138,Radu Marculescu,5.0,1.1,Carnegie Mellon University,https://www.ece.cmu.edu/directory/department/faculty/M/Radu_Marculescu_109.html,https://dblp.org/pers/hd/m/Marculescu:Radu,eda,1,0.09090909090909091,"fellowships, "
171,139,Illah R Nourbakhsh,5.0,1.5,Carnegie Mellon University,http://www.cs.cmu.edu/~illah,https://dblp.org/pers/hd/n/Nourbakhsh:Illah_R%3D,ai,0,0.0,
172,140,Rohan Padhye,5.0,1.5,Carnegie Mellon University,https://rohan.padhye.org,https://dblp.org/pers/hd/p/Padhye:Rohan,se,0,0.0,
173,141,Ronald Rosenfeld,5.0,0.9,Carnegie Mellon University,http://www.cs.cmu.edu/~roni,https://dblp.org/pers/hd/r/Rosenfeld:Ronald,hci,0,0.0,
174,142,Alan M Frieze,4.0,1.8,Carnegie Mellon University,https://www.math.cmu.edu/~af1p,https://dblp.org/pers/hd/f/Frieze:Alan_M%3D,theory,0,0.0,
175,143,David Garlan,4.0,1.0,Carnegie Mellon University,https://www.cs.cmu.edu/~garlan,https://dblp.org/pers/hd/g/Garlan:David,se,0,0.0,
176,144,Mahadev Satyanarayanan,4.0,0.9,Carnegie Mellon University,https://www.cs.cmu.edu/~satya,https://dblp.org/pers/hd/s/Satyanarayanan:Mahadev,mobile,0,0.0,
177,145,Daniel P Siewiorek,4.0,0.9,Carnegie Mellon University,https://www.cs.cmu.edu/~dps,https://dblp.org/pers/hd/s/Siewiorek:Daniel_P%3D,hci,0,0.0,
178,146,Vincent Aleven,3.0,0.8,Carnegie Mellon University,http://www.cs.cmu.edu/~./aleven,https://dblp.org/pers/hd/a/Aleven:Vincent,hci,1,0.09090909090909091,"research assistantship, "
179,147,Travis D Breaux,3.0,0.5,Carnegie Mellon University,https://www.cs.cmu.edu/~breaux,https://dblp.org/pers/hd/b/Breaux:Travis_D%3D,se,0,0.0,
180,148,Justine Cassell,3.0,0.8,Carnegie Mellon University,https://www.hcii.cmu.edu/people/justine-cassell,https://dblp.org/pers/hd/c/Cassell:Justine,unknown,0,0.0,
181,149,Tai Sing Lee,3.0,0.7,Carnegie Mellon University,http://www.cnbc.cmu.edu/~tai,https://dblp.org/pers/hd/l/Lee:Tai_Sing,ml,0,0.0,
182,150,Gary K. Fedder,2.0,0.4,Carnegie Mellon University,https://users.ece.cmu.edu/~fedder,https://dblp.org/pers/hd/f/Fedder:Gary_K%3D,unknown,0,0.0,
183,151,Seth Copen Goldstein,2.0,0.5,Carnegie Mellon University,http://www.cs.cmu.edu/~seth,https://dblp.org/pers/hd/g/Goldstein:Seth_Copen,robotics,0,0.0,
184,152,Seyoung Kim,2.0,1.0,Carnegie Mellon University,http://www.cs.cmu.edu/~sssykim,https://dblp.org/pers/hd/k/Kim:Seyoung,ml,0,0.0,
185,153,Christopher J Langmead,2.0,0.6,Carnegie Mellon University,http://www.cs.cmu.edu/~cjl,https://dblp.org/pers/hd/l/Langmead:Christopher_J%3D,comp,0,0.0,
186,153,Christopher J Langmead,2.0,0.6,Carnegie Mellon University,http://www.cs.cmu.edu/~cjl,https://dblp.org/pers/hd/l/Langmead:Christopher_J%3D,bio,0,0.0,
187,154,Heather Miller,2.0,0.3,Carnegie Mellon University,http://heather.miller.am,https://dblp.org/pers/hd/m/Miller:Heather,unknown,0,0.0,
188,155,Robert F Murphy,2.0,0.6,Carnegie Mellon University,http://murphylab.web.cmu.edu,https://dblp.org/pers/hd/m/Murphy:Robert_F%3D,comp,0,0.0,
189,155,Robert F Murphy,2.0,0.6,Carnegie Mellon University,http://murphylab.web.cmu.edu,https://dblp.org/pers/hd/m/Murphy:Robert_F%3D,bio,0,0.0,
190,156,Frank Pfenning,2.0,0.7,Carnegie Mellon University,http://www.cs.cmu.edu/~fp,https://dblp.org/pers/hd/p/Pfenning:Frank,unknown,0,0.0,
191,157,Stephen D. Brookes,1.0,0.3,Carnegie Mellon University,http://www.cs.cmu.edu/~brookes,https://dblp.org/pers/hd/b/Brookes:Stephen_D%3D,unknown,0,0.0,
192,158,Randal E. Bryant,1.0,0.1,Carnegie Mellon University,http://www.cs.cmu.edu/~bryant,https://dblp.org/pers/hd/b/Bryant:Randal_E%3D,unknown,0,0.0,
193,159,Michael A. Erdmann,1.0,0.1,Carnegie Mellon University,http://www.cs.cmu.edu/~me,https://dblp.org/pers/hd/e/Erdmann:Michael_A%3D,unknown,0,0.0,
194,160,Rayid Ghani,1.0,0.3,Carnegie Mellon University,http://www.rayidghani.com,https://dblp.org/pers/hd/g/Ghani:Rayid,unknown,0,0.0,
195,161,Bruce H. Krogh,1.0,0.2,Carnegie Mellon University,https://www.ece.cmu.edu/directory/details/89,https://dblp.org/pers/hd/k/Krogh:Bruce_H%3D,unknown,1,0.09090909090909091,"fellowships, "
196,162,Jack Mostow,1.0,0.5,Carnegie Mellon University,http://www.cs.cmu.edu/~mostow,https://dblp.org/pers/hd/m/Mostow:Jack,unknown,0,0.0,
197,163,Priya Narasimhan,1.0,0.2,Carnegie Mellon University,http://www.cs.cmu.edu/~priya,https://dblp.org/pers/hd/n/Narasimhan:Priya,unknown,0,0.0,
198,164,Dana S. Scott,1.0,0.2,Carnegie Mellon University,http://www.cs.cmu.edu/~scott,https://dblp.org/pers/hd/s/Scott:Dana_S%3D,unknown,0,0.0,
199,165,John C. Stamper,1.0,0.3,Carnegie Mellon University,https://www.hcii.cmu.edu/people/john-stamper,https://dblp.org/pers/hd/s/Stamper:John_C%3D,unknown,0,0.0,
200,0,Jiawei Han,106.0,19.8,Univ of Illinois at UrbanaChampaign,http://hanj.cs.illinois.edu,https://dblp.org/pers/hd/h/Han_0001:Jiawei,nlp,0,0.0,
201,0,Jiawei Han,106.0,19.8,Univ of Illinois at UrbanaChampaign,http://hanj.cs.illinois.edu,https://dblp.org/pers/hd/h/Han_0001:Jiawei,web,0,0.0,
202,0,Jiawei Han,106.0,19.8,Univ of Illinois at UrbanaChampaign,http://hanj.cs.illinois.edu,https://dblp.org/pers/hd/h/Han_0001:Jiawei,ir,0,0.0,
203,1,Alexander G Schwing,95.0,26.3,Univ of Illinois at UrbanaChampaign,http://www.alexander-schwing.de,https://dblp.org/pers/hd/s/Schwing:Alexander_G%3D,vision,1,0.09090909090909091,"postdoctoral fellowship, "
204,1,Alexander G Schwing,95.0,26.3,Univ of Illinois at UrbanaChampaign,http://www.alexander-schwing.de,https://dblp.org/pers/hd/s/Schwing:Alexander_G%3D,ml,1,0.09090909090909091,"postdoctoral fellowship, "
205,2,Heng Ji,93.0,20.7,Univ of Illinois at UrbanaChampaign,http://blender.cs.illinois.edu/hengji.html,https://dblp.org/pers/hd/j/Ji:Heng,nlp,0,0.0,
206,3,Bo Li,66.0,12.8,Univ of Illinois at UrbanaChampaign,http://boli.cs.illinois.edu,https://dblp.org/pers/hd/l/Li_0026:Bo,ml,1,0.09090909090909091,"fellowships, "
207,4,Josep Torrellas,58.0,14.3,Univ of Illinois at UrbanaChampaign,http://iacoma.cs.uiuc.edu/josep/torrellas.html,https://dblp.org/pers/hd/t/Torrellas:Josep,arch,0,0.0,
208,5,Kris Hauser,47.0,20.7,Univ of Illinois at UrbanaChampaign,http://cs.illinois.edu/directory/profile/kkhauser,https://dblp.org/pers/hd/h/Hauser:Kris,robotics,1,0.18181818181818182,"scholarships, "
209,6,Jimeng Sun,44.0,9.2,Univ of Illinois at UrbanaChampaign,http://sunlab.org,https://dblp.org/pers/hd/s/Sun:Jimeng,ai,0,0.0,
210,7,Nam Sung Kim,41.0,8.2,Univ of Illinois at UrbanaChampaign,https://fast.ece.illinois.edu,https://dblp.org/pers/hd/k/Kim:Nam_Sung,arch,0,0.0,
211,8,Nancy M Amato,39.0,10.5,Univ of Illinois at UrbanaChampaign,https://parasollab.web.illinois.edu/people/amato,https://dblp.org/pers/hd/a/Amato:Nancy_M%3D,robotics,0,0.0,
212,9,Gang Wang,38.0,8.0,Univ of Illinois at UrbanaChampaign,http://people.cs.vt.edu/gangwang,https://dblp.org/pers/hd/w/Wang_0011:Gang,security,0,0.0,
213,10,Arindam Banerjee,37.0,13.7,Univ of Illinois at UrbanaChampaign,https://arindam.cs.illinois.edu,https://dblp.org/pers/hd/b/Banerjee_0001:Arindam,ml,0,0.0,
214,11,Shenlong Wang,37.0,7.6,Univ of Illinois at UrbanaChampaign,http://shenlong.web.illinois.edu,https://dblp.org/pers/hd/w/Wang:Shenlong,vision,1,0.09090909090909091,"self-motivated, "
215,12,Christopher W Fletcher,35.0,6.8,Univ of Illinois at UrbanaChampaign,http://cwfletcher.net,https://dblp.org/pers/hd/f/Fletcher:Christopher_W%3D,arch,0,0.0,
216,13,Jian Peng,34.0,7.9,Univ of Illinois at UrbanaChampaign,http://jianpeng.web.engr.illinois.edu,https://dblp.org/pers/hd/p/Peng_0001:Jian,ml,1,0.18181818181818182,"scholarships, "
217,14,Hanghang Tong,34.0,7.7,Univ of Illinois at UrbanaChampaign,http://tonghanghang.org,https://dblp.org/pers/hd/t/Tong:Hanghang,web,0,0.0,
218,14,Hanghang Tong,34.0,7.7,Univ of Illinois at UrbanaChampaign,http://tonghanghang.org,https://dblp.org/pers/hd/t/Tong:Hanghang,ir,0,0.0,
219,14,Hanghang Tong,34.0,7.7,Univ of Illinois at UrbanaChampaign,http://tonghanghang.org,https://dblp.org/pers/hd/t/Tong:Hanghang,ai,0,0.0,
220,15,Han Zhao,33.0,8.8,Univ of Illinois at UrbanaChampaign,https://hanzhaoml.github.io,https://dblp.org/pers/hd/z/Zhao_0002:Han,ml,0,0.0,
221,16,Romit Roy Choudhury,33.0,9.0,Univ of Illinois at UrbanaChampaign,http://croy.web.engr.illinois.edu,https://dblp.org/pers/hd/c/Choudhury:Romit_Roy,mobile,0,0.0,
222,17,WenMei W Hwu,33.0,5.3,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/w-hwu,https://dblp.org/pers/hd/h/Hwu:Wen%3DMei_W%3D,arch,1,0.18181818181818182,"scholarships, "
223,17,WenMei W Hwu,33.0,5.3,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/w-hwu,https://dblp.org/pers/hd/h/Hwu:Wen%3DMei_W%3D,hpc,1,0.18181818181818182,"scholarships, "
224,18,Derek Hoiem,32.0,9.9,Univ of Illinois at UrbanaChampaign,http://dhoiem.cs.illinois.edu,https://dblp.org/pers/hd/h/Hoiem:Derek,vision,0,0.0,
225,19,Tianyin Xu,32.0,5.0,Univ of Illinois at UrbanaChampaign,https://tianyin.github.io,https://dblp.org/pers/hd/x/Xu:Tianyin,os,1,0.09090909090909091,"fellowships, "
226,20,Tarek F Abdelzaher,31.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D,embedded,0,0.0,
227,20,Tarek F Abdelzaher,31.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D,web,0,0.0,
228,20,Tarek F Abdelzaher,31.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D,ir,0,0.0,
229,20,Tarek F Abdelzaher,31.0,4.7,Univ of Illinois at UrbanaChampaign,http://web.engr.illinois.edu/~zaher,https://dblp.org/pers/hd/a/Abdelzaher:Tarek_F%3D,hci,0,0.0,
230,21,Deming Chen,30.0,6.0,Univ of Illinois at UrbanaChampaign,https://www.ece.illinois.edu/directory/profile/dchen,https://dblp.org/pers/hd/c/Chen:Deming,eda,1,0.18181818181818182,"scholarships, "
231,22,David A Forsyth,30.0,9.6,Univ of Illinois at UrbanaChampaign,http://luthuli.cs.uiuc.edu/~daf,https://dblp.org/pers/hd/f/Forsyth:David_A%3D,vision,0,0.0,
232,23,YuXiong Wang,30.0,8.9,Univ of Illinois at UrbanaChampaign,https://yxw.web.illinois.edu,https://dblp.org/pers/hd/w/Wang:Yu%3DXiong,vision,1,0.18181818181818182,"self-motivated, "
233,24,Karrie Karahalios,29.0,6.6,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/kkarahal,https://dblp.org/pers/hd/k/Karahalios:Karrie,hci,1,0.18181818181818182,"scholarships, "
234,25,Oluwasanmi Koyejo,29.0,7.9,Univ of Illinois at UrbanaChampaign,http://sanmi.cs.illinois.edu,https://dblp.org/pers/hd/k/Koyejo:Oluwasanmi,ml,1,0.18181818181818182,"scholarships, "
235,26,Saurabh Gupta,28.0,6.4,Univ of Illinois at UrbanaChampaign,http://saurabhg.web.illinois.edu,https://dblp.org/pers/hd/g/Gupta_0001:Saurabh,vision,0,0.0,
236,27,Svetlana Lazebnik,28.0,8.5,Univ of Illinois at UrbanaChampaign,http://slazebni.cs.illinois.edu,https://dblp.org/pers/hd/l/Lazebnik:Svetlana,vision,0,0.0,
237,28,ChengXiang Zhai,28.0,7.5,Univ of Illinois at UrbanaChampaign,http://czhai.cs.illinois.edu,https://dblp.org/pers/hd/z/Zhai:ChengXiang,web,0,0.0,
238,28,ChengXiang Zhai,28.0,7.5,Univ of Illinois at UrbanaChampaign,http://czhai.cs.illinois.edu,https://dblp.org/pers/hd/z/Zhai:ChengXiang,ir,0,0.0,
239,29,Timothy Bretl,26.0,8.9,Univ of Illinois at UrbanaChampaign,http://bretl.csl.illinois.edu,https://dblp.org/pers/hd/b/Bretl:Timothy,robotics,0,0.0,
240,30,Dakshita Khurana,25.0,7.7,Univ of Illinois at UrbanaChampaign,https://www.dakshitakhurana.com,https://dblp.org/pers/hd/k/Khurana:Dakshita,crypto,0,0.0,
241,31,Mahesh Viswanathan,24.0,7.1,Univ of Illinois at UrbanaChampaign,http://vmahesh.cs.illinois.edu,https://dblp.org/pers/hd/v/Viswanathan_0001:Mahesh,logic,0,0.0,
242,32,Saugata Ghose,24.0,3.0,Univ of Illinois at UrbanaChampaign,https://ghose.web.illinois.edu,https://dblp.org/pers/hd/g/Ghose:Saugata,arch,0,0.0,
243,33,Lingming Zhang,24.0,5.7,Univ of Illinois at UrbanaChampaign,http://lingming.cs.illinois.edu,https://dblp.org/pers/hd/z/Zhang:Lingming,se,0,0.0,
244,34,Kirill Levchenko,23.0,3.7,Univ of Illinois at UrbanaChampaign,http://klevchen.ece.illinois.edu,https://dblp.org/pers/hd/l/Levchenko:Kirill,security,0,0.0,
245,35,Adam Bates,21.0,4.1,Univ of Illinois at UrbanaChampaign,http://adambates.org,https://dblp.org/pers/hd/b/Bates_0001:Adam,security,0,0.0,
246,36,Nan Jiang,21.0,5.9,Univ of Illinois at UrbanaChampaign,http://nanjiang.cs.illinois.edu,https://dblp.org/pers/hd/j/Jiang_0008:Nan,ml,0,0.0,
247,37,Kevin ChenChuan Chang,21.0,4.7,Univ of Illinois at UrbanaChampaign,https://cs.illinois.edu/directory/profile/kcchang,https://dblp.org/pers/hd/c/Chang:Kevin_Chen%3DChuan,web,1,0.18181818181818182,"scholarships, "
